"","survey_year","mode_acc_1","count","prop","prop_se","est","est_se","moe"
"1","2017","Bike/Micromobility",30,0.0318148723284815,0.0159739728299344,17676.8506562898,9045.50014917373,0.0262771853052421
"2","2017","Dropped off",22,0.0142533680153748,0.00729107030379311,7919.39867479404,4055.3976952651,0.0119938106497397
"3","2017","Drove",40,0.0422455492619713,0.0175992407667138,23472.3011768391,10014.3998220008,0.0289507510612441
"4","2017","Other",47,0.0315228736285263,0.0181933148681466,17514.6115198996,10334.2315414779,0.0299280029581012
"5","2017","Walked",1723,0.880163336765646,0.0291462596397539,489032.792478619,41698.9199847486,0.0479455971073952
"6","2019","Bike/Micromobility",11,0.0035182708128665,0.00167309245448401,1919.05254261667,898.132001044597,0.00275223708762619
"7","2019","Dropped off",26,0.0212430525623391,0.0131292962424103,11587.093831325,7235.27629216373,0.0215976923187649
"8","2019","Drove",99,0.0644185764435431,0.0123853188030181,35137.3272528178,6336.78993391043,0.0203738494309647
"9","2019","Other",46,0.057907113796166,0.0231213044526259,31585.6282466172,13043.9204964764,0.0380345458245696
"10","2019","Walked",2278,0.852912986385085,0.0284528249931212,465224.231508065,47174.8140557375,0.0468048971136844
"11","2021","Bike/Micromobility",8,0.0192082598168432,0.0126517584059938,6686.35862463111,4452.55519247807,0.0208121425778598
"12","2021","Dropped off",7,0.0292912726930257,0.0160273777291314,10196.236185107,5678.33112799037,0.0263650363644212
"13","2021","Drove",15,0.0460091592895278,0.014904682776057,16015.7006392534,5248.8773918668,0.0245182031666138
"14","2021","Other",16,0.0953999227752939,0.0310710630595771,33208.5312527057,11596.3831438287,0.0511118987330043
"15","2021","Walked",293,0.810091385425309,0.0368670848555217,281991.266951119,25557.134463241,0.0606463545873332
"16","2023","Bike/Micromobility",30,0.0396227363857127,0.0148039679209675,14038.4776231902,5340.07648373332,0.0243525272299915
"17","2023","Dropped off",11,0.00603679033105594,0.00421428493638916,2138.85646749471,1492.37266755902,0.00693249872036016
"18","2023","Drove",56,0.0769946988778297,0.0246019526073373,27279.4979826388,9177.13472541884,0.0404702120390699
"19","2023","Other",29,0.0639300714495273,0.0201653170705996,22650.6536236289,7402.01569217953,0.0331719465811363
"20","2023","Walked",1253,0.813415702955875,0.0326365759359238,288196.101176271,24415.9832852758,0.0536871674145947
